src_orig,tgt
li-mu-um ša qá-tí i-dí-a-bi₄-im,Year: year after the year of Idī-abum (REL 94 ii).
IGI e-dí-na-a IGI i-ku-pì-a-šùr,"Witnesses: Idinnāya, Ikuppī-Aššur."
a-na a-šùr-na-da qí-bi-ma um-ma a-šùr-i-dí-in-ma 0.5,Zu Aššurnādā sprich! Folgendermaßen Aššuriddin:
ma-na 7.5 GÍN KÙ.BABBAR {d}MAR.TU-ba-ni ḫa-bu-lam,½ Mine 7½  Seqel Silber ist Amurrabbāni mir schuldig.
ṭup-pu-šu ḫa-ar-ma-am iš-tù MU.5.ŠÈ e-zi-ba-kum-ma,Seine Dopel-urkunde habe ich seit {dem Eponymat} fünf Jahren dir überlassen. 
ú-lá KÙ.BABBAR tù-ša-áš-qal ú-lá ṭup-pí tù-ta-ra-am,"Entweder läßt du ihn das Silber zahlen, oder meine Urkunde gibst du mir zurück."
áš-ta-na-me-ma {d}MAR.TU-ba-ni a-na kà-ni-iš e-ta-ar-ba-am ù KÙ.BABBAR 1,"Wie ich immer wieder höre, ist Amurrubbāni nach Kaniš gekommen. "
ma-na ù 2 ma-na a qá-tí-šu pá-qí-id,"Silber, 1 oder 2 Minen, ist ihm anvertraut. "
a-ḫi a-ta ṣa-ba-sú-ma KÙ.BABBAR ša-áš-qí-il₅-šu,Mein Bruder bist du! Lade ihn vor und laß ihn das Silber zahlen!
šu-ma i ma-ḫi-ri-im lá i-na-mar DUB.SAR ša kà-ri-im É ša-té-a DUMU.SAL sú-e-ta-ta na-ḫi-id,"Wenn er sich auf dem Markte nicht zeigt, beauftrage den Schreiber des Kārum bezüglich des Hauses der Šad’a, der Tochter des Su’eddādā. "
iš-tù 10 ša-na-tim a-na pá-aḫ-e-em ú sà-ku-ki-im iš-ta-ak-na-ni u₄-ma-am i-na ke-en₆-e-em ša e-ba-ru-tí-a lá al-té-e šu-ma ḫa-ra-na-am lá ta-dá-na-am,"For ten years, he has taken me for a deaf and dumb one. "
a-ta-bi₄-ma a-ṣé-er ú-nu-tim a-ta-lá-ak,"(Even) if you don't allow me to travel, I'll (still) set off and go to (acquire) the merchandise."
li-ba-kà lá i-lá-mì-in,Don't be angry!
0.5 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er da-ga-ni-a sú-na-da i-šu,Dagānia owes Suen-nādā 37 1/2 shekels refined silver.
iš-tù ḫa-mu-uš-tim ša ḫu-ra-ṣa-nim a-na 1 ma-na-im 2 GÍN.TA i-na ITU ú-ṣa-áb,He will add 2 shekels per mina per month (as interest) from the ḫamuštum of Ḫuraṣānim.
ITU té-i-na-tim,Month: Teʾinātim.
li-mu-um sú-kà-li-a,Eponymate: Sukkallīya
IGI ḫa-ba-tí IGI sú-pí-lá-aḫ,"Witnesses: Ḫabati, Suppilaḫ."
11 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na a-šur-dan a-na be-a-lim a-šùr-SIPA i-dí-in,Aššur-rēʾī gave 11 minas refined silver to Aššur-dān as a beʾalum loan.
ITU.KAM a-lá-na-tím li-mu-um šu-da-a DUMU en-na-nim a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ṣí-ib-tám,"He will pay 13 ḫamuštum weeks (from) the month Allanātim, eponymate of Šudaya s. Ennānum."
ú-ṣa-áb 5,"If he does not pay, he will add 1 1/2 shekels per mina per month as interest."
pá-šu-re ša-a-ma ù ú-ta ù 5 pá-šu-re ša-a-ma 1 BANEŠ LÀL 1 BANEŠ ḫi-im-tám iš-tí KÙ.BABBAR-pì-šu-ma,"Five tables ... and grain ... and 5 tables ... 1 šūt measure of honey, 1 šūt measure of butter(?) is with his silver."
ḫa-muš-tim ša i-dí-a-šur ú a-šur-ta-ak-lá-ku,Ḫamuštum of Idī-Aššur and Aššur-taklāku.
IGI lá-li-im IGI ku-ra,"Witnesses: Lālum, Kura."
a-na pu-šu-ke-en₆ qí-bi-ma um-ma bé-lá-tum ù ta-ri-iš-ma-tum-ma a-ṣé-er 8 ma-na KÙ.BABBAR ù ṣí-ba-ti-šu ša a-na É a-lá-ḫi-im ḫa-bu-lá-ni-ni 6 ma-na KÙ.BABBAR a-na ṣí-ib-tim,To Pūšu-kēn from Bēlātum and Tariš-mātum:
ni-il₅-qé-ma a-na DUMU qá-a-tim ni-iš-qúl,"Regarding the 8 minas silver and its interest which we owe to the house of Al-āḫum, we borrowed 6 minas silver on interest and we paid it to the son of Qayyātum."
a-bu-ni a-ta a-na ma-nim ša-nim ni-da-gal KÙ.BABBAR,"Our dear father, to whom else can we turn?"
ša-ak-ni-ik-ma lu-šé-bi-lam,Cause silver to be sealed and send it here.
a-bu-ni a-ta a-na ma-nim ša-nim ni-da-gal šu-ma i-na ṣú-ḫa-ri KÙ.BABBAR mì-ma e-ri-iš-kà um-ma šu-ut-ma qá-tí dí-nam,"Our dear father, to whom else can we turn?"
mì-ma lá ta-da-an,"If anyone asks you for silver from my youth, saying, ""Give me my possession!"", do not give him anything."
ù a-na a-lá-ma qí-bi-ma ṭup-pá-am ša a-lim{ki} nu-kà-al,"Also say to ?Alama?, ""We have the tablet of the city."""
ša a-dí er-bu-um ù ḫu-bu-lu-um xxx ša-bu-ú,Fulfill the things which are not yet arrived (but)? owed ???
xx ḫi-ir mu-ra-šu ra-bi-im ša a-lim{ki} dí-na-ši,... give it (f.) ... the cheif of the city ...
1 ma-na LÁ 0.25 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ḫa-pu-a-lá ù ba-ar-ku-i-a PUZUR₄-a-na i-šu,Ḫappu-ala and Barkuia owe Puzur-Anna 59 3/4 shekels. 
iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù a-lá-ḫi-im a-na 6 ITU.KAM i-ša-qú-lu,He will pay 6 months from the ḫamuštum of Kurub-Ištar and Al-aḫim.
šu-ma i-ma-lá u₄-me-šu-nu lá ìš-qú-lu 3 GÍN.TA i ITU.KAM a ma-na-im ú-ṣú-bu,"If he does not pay (on time), he will add 3 shekels per mina per month (as interest)."
KÙ.BABBAR i qá-qá-ad ša-lim-mì-šu-nu ra-ki-is,(The responsibility to pay) the silver is bound to whomever is solvent.
IGI e-na-za IGI tí-wa-tí-a,"Witnesses: Enaza, Diwadia"
KIŠIB ... KIŠIB ... ša en-nam-a-šur a-na 6 ḫa-am-ša-tim i-ša-qal,He will pay six weeks (from the ḫamuštum)? of Ennam-Aššur.
šu-ma la iš-qú-ul 1.5 ma-na.TA i-na ITU.KAM a-na bi-il₅-tim ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-tí e-la-li DUMU i-ku-nim,"If he does not pay, he will add 1 1/2 minas per talent per month as interest."
0.33333 ma-na KÙ.BABBAR ku-za-a ù šu-be-lum 16 GÍN KÙ.BABBAR …,"As for the 1/3 mina silver, Kuzāya and Šū-Bēlum ... 16 shekels silver."
i-na … ša-al-ša-tim … x …,... ina ... šalšatim ...
a-na a-šùr-na-da qí-bi₄-ma um-ma i-dí-IŠTAR-ma,To Aššur-nādā from Iddin-Ištar:
ki-ma ma-at pu-ru-uš-ḫa-tim lu wa-aḫ-šu-ša-na sà-aḫ-a-at-ni a ší-a-tí a-na wa-aḫ-šu-ša-na lá e-tí-iq-ma mì-li-ik URUDU ša i-na wa-aḫ-šu-ša-na na-ad-ú lá am-li-ik,"since the land of Burušhaddum as well as Wahšušana is in revolt, for that reason I did not proceed to Wahšušana,and I took no decision about the copper that is stored in Wahšušana."
a-na 5 u₄-me za-ku-sà a-ša-me-ma a-na wa-aḫ-šu-ša-na e-tí-iq,"Within 5 days I shall hear definitive news, and shall proceed to Wahšušana."
x ma-na URUDU ma-sí-am ša a-gu₅-a a-šùr-UTU-ši na-áš-a-ku-um,Aššur-šamši is on his way to you with x minas of washed copper under my seal.
KÙ.BABBAR ša a-la-ḫi-im šu-qúl-ma,Pay Alāhum's silver
a ší-tí KÙ.BABBAR ku-sí-a-tim ša ma-a-ma lu me-nu-ni-a-ni lu maš-ki ša-pá-tim ša-ma-ma,"and buy for the rest of the silver kusītu-textiles from Mamma as well as menuni'ānu textiles and woolly fleeces,"
ANŠE.ḪI.A ma-li-a-ma ANŠE.ḪI.A ra-qú-tum lá i-lu-ku-nim,fill up the donkeys so empty donkeys will not come here.
i-ḫi-id-ma ṭup-pá-am ša ší-bu-tí-šu-nu le-qé-ma i pá-né-e-ma šé-bi₄-lam,Take care to get a tablet with their testimony as witnesses and send it to me as soon as possible.
1 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-a-ma-ru-um DUMU a-lá-ḫi-im tám-kà-ru-um i-šu iš-tù ḫa-mu-uš-tim ša e-lá-ma ú ku-ru-ub-IŠTAR a-na 24 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-mì-šu lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM-im a-na ma-na-im ṣí-ib-tám ú-ṣa-áb,Aššur-ammurrum s. Al-aḫum owes the merchant 1 mina refined silver.
ITU.KAM qá-ra-a-tim,Month: Qarrātum.
IGI en-um-a-šur DUMU a-ḫi-a IGI šu-ni-ra-aḫ DUMU šu-IŠTAR,"Witnesses: Ennum-Aššur s. Aḫia, Šū-Niraḫ s. Šū-Ištar."
a-na šu-be-lim ú im-dí-lim qí-bi₄-ma um-ma šu-ku-x-x-ma a-ḫu-ú-a be-lu-a a-tù-nu a-na ú-um e-ṭá-ri-im eṭ-ra-ni a-lá-nu-ku-nu ma-nam i-šu a-na-kam DUMU zi-ka-a ú-na-ni a-ṣé-er ki-a-ma x ú-ša-lá-ak-ma ša x i-šé-e-ú da-nu-tám e ta-wu-a lim-da-ma lá i-da-nam aṣ-ba-sú-ma um-ma a-na-ku-ma ú-lá pu-ru-us ú-lá šé-ší-ib pá-ra-sà-am ù šé-šu-ba-am lá i-mu-a um-ma a-na-ku-ma ša wa-ni-ú-tim ú KÙ.BABBAR 1 ma-na 2 ma-na lá tù-aš-ta-ag-mì-ra-ni i-zi-iz i-na GÍR ša a-šur ta-am-a-am i-na a-mu-tim lá a-wu-a-ku-ni ta-ma-a-am lá i-mu-a ú-na-ni a-ba-ú-a be-lu-a a-tù-nu i-zi-za-a-ma ṭup-pá-am ša kà-ri-im li-qé-a áb-kà-nim x ri … x er x … TÚG ub-lá+lá-x … x-lá-tí-a li-zi-iz … lá ú-na-a-ni,To Šū-Bēlum and Imdī-ilum from Šū-Kūbum(?):
pu-šu-ke-en₆ ù lá-ma-sí ni-iš a-lim{ki} it-mu-ú,Pūšu-kēn and Lamassī swore the oath of the city.
x ma-na x KÙ.BABBAR e-zi-ib-ta-ša lá-ma-sí ta-al-qé,Lammasi took [x] minas silver as her severance.
a-na pu-šu-ke-en₆ me-er-i-šu me-er-ú-a-tí-šu ù kà-ṣa-ri-šu lá-ma-sí ù GÉME-sà lá i-tù-ra,"Lamassī and her female slaves will not return to Pūšu-kēn, his sons, his daughters, and his employees."
ni-iš a-šùr ni-iš a-na ni-iš ru-ba-e ù ni-iš ra-bi₄ sí-kà-tim it-mu-ú-ma a-mì-ma šu-um-šu a-ḫu-um a-na a-ḫi-im lá i-tù-a-ar,"By the oath of Aššur, Anna, the prince, and the chief of the ""war,"" they swore that from now on neither would return to the other for anything."
IGI xx-bi IGI a-lu-wa IGI xxx IGI nuḫa-nu IGI xxx-li IGI xxx IGI x-a-šùr IGI xxx,"Witnesses: ..-bi, Alu-..., PN, Ḫanu(nu?), ...-li, [PN], ...-Aššur, [PN]."
a-na pu-šu-ke-en₆ qí-bi-ma um-ma PUZUR₄-a-šùr-ma,To Pūšu-kēn from Puzur-Aššur:
i-na ša-nim u₄-mì-im ša DINGIR-ma-lik e-ru-ba-ni ṭup-pé-e a-ni-ú-tim ú-lá-pí-ta-kum KÙ.BABBAR,"On the second day after Ilī-mālik arrived, I wrote you these tablets."
ap-kà DINGIR-ma-lik ub-lam,Ilī-mālik brought your silver.
a-šu-mì AN.NA ša ta-áš-pu-ra-ni AN.NA 13 GÍN.TA,"Concerning the tin about which you wrote, tin is at a 13 shekel rate."
ú šu-uq-lúm za-ku-tum lá-šu,Moreover there is not a full package available.
ANŠE ù 20 bu-tù-uq-tum i-na ki-kam-lim ša-am-ú,Donkeys and 20 sacks were purchased in the gigamlum.
e-ru-bu-nim-ma AN.NA ni-ša-am-ma i ba-tí-qí-im pá-nim-ma nu-šé-ba-lá-kum,They will arrive and we will purchase tin and send it to you by the first express.
a-na KÙ.BABBAR ša šé-pí-a ki-ma AN.NA ba-at-qú-ni mì-ma AN.NA ú-lá áš-a-am,"For silver of my transport, because tin is in short supply, I did not purchase anything. "
AN.NA e-ra-ba-ma a-ša-a-ma iš-tí AN.NA-ki-kà a-ba-kà-kum,"The tin will arrive, I will make purchases and I will depart with your tin."
ú ší-mu-um ša a-ki-dí-e šu-ma i-ta-áš-ra-am ša KÙ.BABBAR 1 ma-na a-ša-a-am,"Now, as for the purchases of Akkadian-textiles, if (someone) saved some, I will purchase goods worth 1 mina of silver."
a-na ku-ta-ni ša ta-áš-ta-na-pá-ra-ni ša-ap-tum šu-ur-bu-i-tum lá-šu 1,"About the textiles about which you keep writing me, there is no northern wool."
TÚG kà-ab-tám i-na ma-ḫi-ri-im ni-ša-a-ma nu-šé-ba-lá-kum,We purchased 1 heavy textile in the market and we will send it to you.
ra-qá-tum lá-šu,There are no fine textiles.
ri-ig-li ú sú-lu-pí KI šu-IŠTAR ú-šé-ba-lá-kum,I will send to you foodstuffs and ripened dates with Šū-Ištar.
ta-áš-pu-ra-am,You wrote me.
um-ma a-ta-ma mì-ma i pí um-mì-a-ni-a ta-ša-me-ú-ni uz-ni pí-té,"You said, ""Inform me about what you heard from the talk of my investors."""
ta-zi-im-tum mì-ma lá-šu,There are no complaints.
li-ba-kà ša-ni-a-tám mì-ma lá ú-ba-lam,Your heart must not bear any concern.
a-dí ša e-lá um-ma šu-ḫu-bu-ur-ma mì-šu-um KÙ.BABBAR a-šar ša-ni-im ú-šé-ri-ib,"Regarding the matter of Ela: Šū-Ḫubur said, ""Why did he send the silver somewhere else?"""
i-nu-mì iṣ-me-ru-ni 1 {TÚG}ku-ta-nam i-na ša i-lá-qé-ú lá-áp-ta-ku DIRI a-dí-ma i-nu-mì iš-té-na iš-ta-áp-ku-ni 1 {TÚG}ku-ta-nam a-dí-im 2 {TÚG}ku-ta-ni i-na ša-na-ni-im a-dí li-mu-um šu-be-lim iš-tù 14.66666 ma-na a-bu-ni la-ap-tù-ni 11.5 ma-na 5 GÍN ša a-na-ku la-áp-ta-ku-ni i-na TÚG-tim a-ni-ú-tim 1 TÚG ša a-bi-ni 3 TÚG.ḪI.A i-a-ú-tum,"When they ..., I wrote down the kutanu textile which he took."
a-na be-lúm-ba-ni qí-bi₄-ma um-ma ta-ri-ša-ma,To Bēlum-bāni from Tarišam:
TÚG iš-tí TÚG-ba-tí-kà-ma na-áš-ú-ni-kum,A textile is being brought to you with your textiles.
,I took out a textile of my own and sent it to you.
ṣú-ba-at ra-mì-ni-a-ma aḫ-mu-uṣ-ma,.
ú-šé-bi₄-lá-kum šu-ma a-ta lá ta-lá-kam,.
ší-im ṣú-ba-tí-a iš-tí pá-ni-im-ma šé-bi₄-lam,Send the proceeds of my textile immediately.
a-ta-ma ša té-zi-ba-ni i-na li-bi₄-kà-ma tí-de₈-e,You yourself know in your heart that which you left for me.
ú ṣú-ba-tí a-ta-ma tí-de₈-e še-am ša ta-aq-bi₄-a-ni um-ma a-ta-ma … še-am i-na É a-bi₄-kà ú-lá i-ta-ad-nu-nim u₄-ma-am še-am áš-ta-na-am u₄-ma-am té-ta-na-tí-ir-ma ṭup-pè-e a-na um-mì-kà tù-uš-té-né-ba-lam um-ma a-ta-ma šu-ma É a-bi₄-ša ta-lá-ak té-er-tí-ki li-li-kam pa-ra-ás É a-bi₄-kà lá tí-de₈-ma ṭup-pá-am ša ta-áš-pu-ra-ni a-na a-bi-a um-ma a-ta-ma ma-lá ša-ku-li-ki É a-bi₄-a lá ma-sú ma É a-bi₄-ki ta-at-ta-lá-ki ba-ri-tí ta-áš-me-ma ṭup-pá-am iš-té-en a-na a-bi₄-a ú um-mì-kà tù-šé-bi₄-lam u₄-ma-am iš-tù i-ší ú qá-tí-a ag-mu-ru É a-bi₄-kà iš-tù i-ší ú qá-tí-a ag-mu-ru-ni i-na še-im ší-ta-ú-mì-im ag-mu-ru-ni i-na ITU.1.KAM sá-ra-a-tim še-am GÍN.TA i-dí-nu-nim ú iš-kà-ra-am e-pá-šu-nu-tí a-bi₄ iq-bi₄-a-kum-ma um-ma šu-ut-ma mì-nam a-na ṣú-ḫa-ar-tim té-zi-ib um-ma a-ta-ma zi-iq-na-am lá za-qú-na-ku-ma ḫu-ur-ší šé-šu-ra-am lá a-le-e šu-ma-me-en₆ lá É a-bi₄-a a-e-ša-me-en₆ a-lik ša-am-na-am ša té-zi-ba-ni a-na pì-ta-ší-a ú TÚG a-na li-tab-ší-a,And you yourself know very well my textile.
um-ma ša-lim-a-ḫu-um-ma a-na pu-šu-ke-en₆ qí-bi-ma,From Šalim-aḫum to Pūšu-kēn:
a-šu-mì {d}NIN.ŠUBUR-ba-ni ša ta-áš-pu-ra-ni um-ma a-ta-ma KÙ.BABBAR i-na ta-ší-im-tim-ma a-na be-a-lim e-re-eš,"Regarding Ilabrat-bāni about whome you wrote me, you said, ""He requested for management 'ina tašimtim.'"""
i-na ba-tí-qí-ma té-er-ta-kà iš-tí ba-tí-qí-im,(You sent) your message by express...with the express!? 
mì-šu ša a-na be-a-lim ta-du-nu-šu-ni,Why did you give him anything to manage?
a-na KÙ.BABBAR 1 GÍN ša a-na-kam e-pu-šu-šu-ni mì-nam ig-mì-lá-ni a-na 2 GÚ AN.NA 20 ku-ta-ni ù 1 ANŠE ṣa-lá-ma-am ša ta-dí-nu-šu-ni mì-ma a-na ú lá ta-dí-šu-um-ma ù šu-ma i-nu-mì-šu-ma 20 ma-na KÙ.BABBAR i-dí-na-ku-um a-na gi₅-mì-li-im ma-a x ki-ma ki-x šu {large break},What favor has he done for me for all the silver I make him here?
a-na 0.33333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-tí-šu ša {d}UTU-tap-pá-i kur-ub-IŠTAR i-šé-e-šu,"For the 1/3 mina 2 1/2 shekels of silver, the working capital of Šamaš-tappā'ī  Kurub-Ištar will sue him."
šu-ma {d}UTU-tap-pá-i ù DINGIR-ma-lik a-na ší-mì-im ta-ad-nu a-na ší-bi-šu-nu e-ta-wu-ú,"If Šamaš-tappā'ī and Ilum-malik have sold (their working capitals), they will discuss with their witnesses."
na-ni-a qá-ta-tum ù ú-ṣú-pí-iš-ku-um a-wi-lu-ú a-ni-ú-tum da-a-nu,"Nannia, Katātum and Uṣup-iškum, these men are the judges. "
8.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ta-li-a ḫa-na ta-ar-ḫu-nu ù a-ra-wa a-šur-na-da i-šu iš-tù ḫa-mu-uš-tim ša ga-áb-ri-a ù a-šur-ma-lik 1,"8 1/3 minas of refined silver Talia, Ha ... Tarhunu and Arawa owe to Aššur-nādā."
GÍN.TA a-na ma-na-im i-na ITU.KAM ú-ṣa-áb KÙ.BABBAR,Reckoned from the week of Kabria and Aššur-malik he[sic] will add interest of x shekels per mina per month.
i-na qá-qá-ad ke-ni-šu-nu šál-mì-šu-nu ra-ki-is IGI {d}IŠKUR.GAL IGI ḫa-lu-li IGI zu-ú-zu,They are jointly responsible for the silver.
i-na 7 TÚG šu-ru-tim ša É kà-ri-im na-du-ni 5 TÚG šu-ru-tim pu-šu-ke-en₆ i-dí 2,"From the 7 black textiles which the colony office deposited, Pūšu-kēn deposited 5 textiles."
TÚG šu-ru-tim i KÙ.BABBAR-áp ša-lim-a-ḫi-im ni-iš-a-am,2 textiles (we purchased?) with the silver of Šalim-aḫum.
i-na 9 {TÚG}ku-ta-ni 1 TÚG pu-šu-ke-en₆ i-dí 1 TÚG ša ša-da-dim,"From the 9? kutānum-textiles, Pūšu-kēn deposited 5? textiles."
ú iš-té-en₆ iš-tí-šu ša šé-ep pu-šu-ke-en₆ a-dí 2,1? textile was classified as šadādum and I deposited one with it from the cargo of Pūšu-kēn.
TÚG ša šé-ep ì-lí-áš-ra-ni,2 textiles from the cargo of Ilī-ašranni.
mì-ma a-nim É kà-ri-im ša-lim-a-ḫi-im na-dí 6.33333 ma-na,All this Šalim-aḫum deposited in the colony office.
KÙ.BABBAR i ṭup-pí-im ra-bi₄-im ša-lim-a-ḫu-um la-pí-it,Šalim-aḫum is written down for 6 1/3 minas silver in the large tablet.
a-na pu-šu-ke-en₆ qí-bi-ma um-ma a-mur-IŠTAR-ma,To Pūšu-kēn from Amur-Ištar:
a ma-lá na-áš-pí-ir-tí-kà a-na 43 ma-na AN.NA ša na-áš-a-ku-ni ú 9 {TÚG}ku-ta-ni ša iš-tù kà-ni-iš tù-šé-ba-lá-ni um-ma a-na-ku-ma a-wi-lu-um iš-tap-ra-am qá-ta-am lá am-ḫa-aṣ,"According to your message, regarding the 43 minas of tin which are brought to you and the 9 kutānum-textiles which you sent from Kaneš, I said, ""As for me, the man wrote to me. I did not strike(?) the share."""
KÙ.BABBAR 1 ma-na ra-mì-ni ak-ta-ba-as-ma ṭup-pí ša 10 ma-na KÙ.BABBAR ṣa-ru-pí-im IGI a-ší-na DUMU um-me-a-nim al-pu-ut-ma ku-nu-ki-šu ú ku-nu-ki-a šu-lu-ma na-áš-a-kum,"I did my best with about a mina of silver of my own funds and I wrote a tablet which stated '10 minas of refined silver in the presence of Ašina, the affiliated trader' and Šuluma brings it to you under his seal and my seal."
a-bi a-ta i-ḫi-id-ma TÚG-tí a-na bu-ru-uš-ḫa-dum šé-bi-lam,"My dear father, take care to send my textiles to Purušḫattum."
a-na-ḫi-id-ma ra-mì-ni ú-za-kà-ma a-na kà-ni-iš a-na ṣé-ri-kà a-lá-kam-ma a-na a-wa-tim ša ta-áš-pu-ra-ni i-nu-mì-šu pí-té-a-ší-na,I will take care to clear my own funds and come to you in Kanesh so that at that time you will open the tablets referring to the matters about which I wrote you.
ki-ma a-wa-tim a-na ki-tim lá wa-ṣa-i-im mì-ma a-wa-tim ša i na-áš-pé-er-tí-kà lá-áp-ta-ni ú-lá ú-dí-a,"Becasue the matters do not 'go out' to justice, I did not inform those matters which were written in your letters."
na-áš-pá-ra-tí-kà ú-kà-al 2,I hold your messages.
ma-na URUDU a-na qá-tí šu-lu-ma a-dí-in,I gave Šuluma 2 minas of copper for expenses.
um-ma ša-lim-a-ḫu-um ù šu-ḫu-bur-ma a-na pu-šu-ke-en₆ DAM.GÀR ù e-lá qí-bi-ma 11,"From Šalim-aḫum and Šū-Ḫubur to Pūšu-kēn, the merchant, and Ela:"
ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI e-lá ub-lam ŠÀ.BA 2 GÚ 10 ma-na AN.NA ku-nu-ku-ni 9 ma-na AN.NA-ak qá-tim 14 GÍN.TA KÙ.BI 9.83333 lá 0.16666 GÍN 3.33333 GÍN KÙ.BABBAR a-na 2 GÚ 19 ma-na AN.NA té-ṣú-pí nu-ṣí-ib 10 ku-ta-nu 0.5 ma-na 1.66666 GÍN it-bu-lu 1 ANŠE ṣa-lá-mu 16 GÍN KÙ.BABBAR it-ba-al 2 GÍN KÙ.BABBAR ú-nu-sú 3 GÍN ú-kúl-tù-šu 1.3333300000000001 GÍN KÙ.BABBAR té-ṣú-pí e-lá il₅-qé 1.3333300000000001 GÍN a-na lu-bu-uš a-da-lal e-lá-ma il₅-qé 5.5 GÍN KÙ.BABBAR wa-ṣí-tum ŠU.NÍGIN lu-qú-tim 11 ma-na KÙ.BABBAR mì-ma a-nim e-lá i-ra-dí-a-ku-nu-tí gám-ra-ku-nu-tí,"Ela brought 11 minas silver, its excise tax added."
um-ma ḫi-na-a-ma a-na pu-šu-ke-en₆ qí-bi₄-ma,From Ḫinnaya to Pūsu-kēn;
a-šu-mì ša DUMU lá-qé-ep ša ta-áš-pu-ra-ni-ni a-na-kam um-mì-a-nu lá-qé-ep KÙ.BABBAR-áp-šu-nu il₅-ta-qé-ú té-er-ta-kà a-ṣé-er a-mur-IŠTAR IŠTAR-pì-lá-aḫ ù ku-ni-lim li-li-ik-ma mì-ma lá i-du-nu-šum,"Concerning the matter of the son of Lā-qēpum about which you wrote, the investors of Lā-qēpum took their silver."
ù šu-ma mì-ma ku-ni-lúm a-ma-kam i-dí-šum ṭup-pu-šu lu-da-ni-in-ma a-na-kam i-na ki-iš-da-tí-šu KÙ.BABBAR lá-al-qé,"Also, if Kunilum laid on him anything there, let his tablets be strong so that I can collect the silver here from his 'holdings'."
i-ḫi-id-ma ki-ma ṭup-pì ta-áš-me-ú té-er-ta-kà li-li-ik,Take care that when you read my tablet you send your message.
URUDU ni-il₅-qé-ma a-na e-ra-áb ku-lu-ma-a a-na KÙ.BABBAR pá-ni ni-dí-in,We took the copper and we gave/deposited it for silver against the arrival of Kulumaya.  ???
a ma-lá té-er-tí-kà né-pá-áš-ma ṣú-ḫa-ri-kà ni-ṭá-ra-dam 5,We have done according to your message and we will dispatch your 'youth.'
{TÚG}lu-bu-ší pá-ṣí-ú-tim DUMU da-nu-ì-lí ub-lá-kum,The son of Dannum-ilum brings you 5 white garments.
um-ma a-šùr-ba-ni ù ša-lim-a-šùr-ma a-na pu-šu-ke-en₆ qí-bi₄-ma,From Aššur-bāni and Šalim-Aššur to Pūšu-kēn:
i-na na-áš-pár-tí-kà um-ma a-ta-ma i KÙ.BABBAR qá-tí ša-ak-na-at,"In your letter you wrote, ""My hand is placed on the silver."""
um-ma a-ta-ma a-ni-um ša PUZUR₄-a-na a-ni-um ša PUZUR₄-a-šùr lá be-el a-bi₄-im,"You said, ""This belongs to Puzur-Anna; this belongs to Puzur-Aššur; it is not the property of the father."""
i-na ša-na-im ki-am lá ta-lá-pá-tám,In the next (letter) do not write thus.
šu-mì a-wi-li lá tù-ta-da-a-ni-a-tí,Do not declare(?) to us the names of the men.
i-nu-mì tù-uš-té-bu-lu-ma qá-at-kà ta-ša-ku-nu ù KÙ.BABBAR a-na a-lim tù-šé-ba-lá-ni DAM.GÀR wa-dí,"When you send goods and lay your hand, and when you send the silver to the city, declare ""the merchant."""
šu-mì a-wi-lim lá ta-za-kà-ra-ni-a-tí,Do not declare to us the name of the man.
a-ma-kam mu-uš-té-bi₄-lúm ku-a-tí ší-bi₄ li-iš-ku-na-kum,"There, ... your shipping person(?) witnesses (?)."
šu-ma-mì-in₄ mu-tum ù x-x-tum ib-ší-mì-in₄ ni-il₅-e-ma KÙ.BABBAR né-ṭé-er,If not man and wife (?)would we be able to .. and take away the silver?
1 ma-na 15 GÍN KÙ.BABBAR i-dí-a-bu-um DUMU a-šùr-DUG a-na šál-maḫ DUMU dan-a-šur a-na be-a-lim i-dí-in,Iddin-Abum s. Aššur-ṭāb gave 1 mina 15 shekels silver to Šalim-aḫum s. Dān-Aššur for management.
iš-tù a-lim{ki} i-na e-lá-i-šu i-ša-qal,He will pay at his ascension from the city.
a-ḫa-ma 1 ma-na KÙ.BABBAR ni-is-ḫa-sú wa-ṣí-sú DIRI i-dí-a-bu-um DUMU a-šùr-DUG a-na šál-maḫ DUMU dan-a-šur i-da-an-ma iš-tù a-lim{ki} i-na e-lá-i-šu 2 ma-na KÙ.BABBAR i-ša-qal,"Iddin-abum s. Aššur-ṭāb will give to Šalim-aḫum s. Dān-Aššur separately 1 mina silver, his excise and exit tax added and he will pay 2 minas silver at his ascension from the city."
