oa,english
"2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA qá-tim 14¼ GÍN.TA 10 5/6 ma-na 3 GÍN KÙ.B. it-ba-al","2 talents 10 minas of tin under seals (and) 25 minas of tin for expenses at 14¼ shekels :1 cost 10 minas and 53 shekels of silver."
"85 TÚG.HI.A 5 5/6 ma-na ù 7 GÍN KÙ.B.","85 textiles cost 5 minas and 57 shekels of silver."
"it-bu-lu 4 ANŠE ṣa-la-mu 1 ma-na 13 GÍN KÙ.B. it-bu-lu","4 black donkeys cost 1 mina and 13 shekels of silver,"
"10½ GÍN KÙ.B. ú-nu-ut ANŠE 9 GÍN KÙ.B. wa-ṣí-tám 3 GÍN KÙ.B. ša sá-e-d-tim","10½ shekels of silver the harness of the donkeys, 9 shekels of silver export tax, 3 shekels of silver for <gap>"
"30 ma-na KÙ.B. ša A-šur-PA-LU ub-lá-ni 1½ GÍN ù 3 ŠE.TA té-ṣú-bu ⅔ ma-na ½ GÍN KÙ.B. ni-dí-in","The 30 minas of silver that Aššur-rē'ī brought entailed additions of 1 shekel 63 grains per (mina, so that) we paid 40½ shekels of silver."
"⅓ ma-na KÙ.B. be-ú-lá-at Kur-ub-Ištar 2 GÍN KÙ.B. lu-bu-šu 3 TÚG.HI.A ša Kur-ub-Ištar 1 TÚG ša Da-dí-a 1 TÚG ša En-nam-A-šur","20 shekels of silver the working capital of Kurub-Ištar, 2 shekels his clothing allowance; 3 textiles of Kurub-Ištar, 1 textile of Dadiya, 1 textile of Ennam-Aššur."
"mi-ma a-nim A-šur-SIPAD na-áš-a-ku-um ší-tí KÙ.B. iš-tí wa-ar-ki-ú-tim nu-šé-ba-lá-kum","All this Aššur-rē'ī is bringing to you. (What we will buy with) the rest of the silver we will send you with a later caravan."""
"um-ma I-li-a-ma A-šur-re-ṣí En-nam-A-šur ù Da-dí-a a-na E-lá-ma qí-bi4-ma 4⅓ ma-na 2½ GÍN KÙ.B. Dan-A-šur ub-lam","Thus Iliya, Aššur-rēṣī, Ennam-Aššur, and Dadiya, say to Elamma: ""4⅓ minas 2½ shekels of silver Dān-Aššur brought."
"4⅓ GÍN ša-du-a-tám a-na Dan-A-šur ni-dí-in 1½ GÍN té-ṣ[ú-be] né-pu-ul 11 GÍN a-na ni-is-h[a-tim] ni-dí-in ší-tí KÙ.B.-pì-kà 4 ma-na 6 LÁ 1/6 GÍN","We gave 4⅓ shekels as transport fee to Dān-Aššur, paid 1½ shekel as addition and 11 gave as excise, so that of your silver there remain 4 minas 5 5/6 shekels."
"17 m[a-na] [4] GÍN KÙ.B. A-ni-nu-um ub-lam","17 minas and 4 shekels of silver Anīnum brought here."
"ŠÀ.BA ⅔ ma-na 2½ GÍN a-na ni-is-ha-tim ni-dí-in","Thereof we paid 42½ shekels as excise."
"ší-tí KÙ.B.-pì-kà 16⅓ ma-na LÁ ½ GÍN","There remain of your silver 16 minas 19½ shekels."
"ŠUNIGIN2 KÙ.B.-pi-kà 20⅓ ma-na 5½ GÍN","The total of your silver amounts to 20 minas 25½ shekels."
"4 GÚ 20 ma-na AN.NA ku-nu-ku 15½ GÍN 15 ŠE.TA KÙ.B.-áp-šu 17 5/6 ma-na 2 GÍN","4 talents 20 minas of tin under seals, at a rate of 15 5/12 shekels : 1 the silver for it was 17 minas 52 shekels."
"20 ma-na AN.NA-ak qá-tim 15 GÍN.TA 1⅓ ma-na KÙ.B.","20 minas tin for expenses, at a rate of 15 shekels : 1 makes 1⅓ mina of silver."
"10 ku-ta-nu ⅔ ma-na 6½ GÍN it-bu-lu 8 šu-ru-tum ša li-wi-tim ½ ma-na 8 GÍN KÙ.B.-šu-nu 2 ANŠE.HI.A ṣa-lá-mu ⅔ ma-na [LÁ 4] GÍN KÙ.B.-šu-nu","10 kutānu-textiles cost 46½ shekels (of silver); 8 dark textiles for wrapping, their price in silver 28 shekels; 2 black donkeys cost 40 shekels of silver."
"⅓ mana 7 GÍ[N KÙ.B.] i-ma-sá-im im-ṭí ½ [ma-na KÙ.B.] be-ú-lá-at Ma-ṣí-[i-lí] 2 GÍN lu-bu-šu 1 GÍ[N KÙ.B.] ša sà-e-d-tim 10 GÍN 20[+2½ ŠE] wa-ṣí-tum","27 shekels of silver loss due to washing (the silver); ½, the working capital of Maṣi-ilī; 2 shekels his clothing allowance; 1 shekel the cost of <gap> ; 10 1/8 shekels the export tax."
"3 GÍN KÙ.B. i-na sà-na-qí-im: im-ṭí 3½ GÍN ú-nu-ut ANŠE.HI.A 1 GÍN ú-kúl-tí ANŠE.HI.A","When checking 3 shekels of silver proved to be missing; 3½ shekels the harness of the donkeys; 1 shekel fodder for the donkeys."
"a-na mu-lá ANŠE.HI.A 1 ma-na LÁ 1 1/6 GÍN KÙ.B. i-na ša ú-ṭí-tim: nu-ra-dí mi-ma a-nim Dan-A-šur ir-de-a-ku-um","To supplement (the costs of) the donkey-loads we added 58 5/6 shekels of silver from that of the barley. All this Dān-Aššur has led to you."""
"um-ma A-la-hu-um-ma A-šur-re-ṣí En-nam-A-šur ú Da-dí-a a-na E-lá-ma qí-bi4-ma 24 ma-na KÙ.B. Dan-A-šur DUMU Ša-lim-a-hi-im ub-lam","Thus Ali-ahum, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: ""24 minas of silver Dān-Aššur, son of Šalim-ahum, has brought us."
"16⅔ ma-na KÙ.B. A-šur-na-da DUMU A-šur-i-dí ub-lam","16⅔ minas of silver Aššur-nādā, son of Aššur-idī, has brought us."
"ŠUNIGIN2 40½ ma-na KÙ.B.","In all 40½ minas of silver."
"ŠÀ.BA 30 ma-na iš-tí A-lá-hi-im ni-il5-qé-ma 1⅔ ma-na KÙ.B. ṣí-ib-tám nu-ṣí-ib:","Thereof (we paid) 30 minas we had borrowed from Ali-ahum and we added to it 1⅔ mina of silver as interest."
"ší-tí KÙ.B.-pì-kà 8⅔ ma-na","There remains of your silver 8⅔ minas."
"76 TÚG k[u-ta-n]u 6 ma-[na 40 GÍN] KÙ.B. it-b[u-lu 3] ANŠE ṣa-lá-[mu ⅔ ma-na x GÍN] KÙ.B. i[t-bu-lu]","76 kutānu-textiles cost 6 minas of silver, 3 black donkeys cost of silver."
"15 ma-na [AN.NA qá-tim] 13 GÍN.T[A KÙ.B.]-áp-šu 1 ma-na 9 [GÍ]N","15 minas of at 13 shekels :1, its price in silver 1 mina 9 shekels."
"ú-nu-ut A[NŠE.H]I.A <ù> na-<<nu>>-ru-[qá]-tim 9½ GÍN KÙ.B. it-bu-lu: 3⅔ GÍN KÙ.B. té-ṣú-bé [nu]-ṣí-ib 4⅓ GÍN wa-ṣí-tum 2 GÍN Be-lúm-ba-ni il5-qé","The harness of the donkeys <and> the (leather) bags cost 9½ shekels of silver, 3⅔ shekels of silver we added as additions, 4⅓ shekels the export tax, 2 shekels Bēlum-bāni took."
"4 ku[(TÚG)]-ta-nu ša A-bu-ša-lim 1 TÚG ša A-šur-re-ṣí 1 TÚG ša Da-dí-a 1 TÚG ša Be-lúm-ba-ni","4 kutānu-textiles of Abu-šalim, 1 textile of Aššur-rēṣī, 1 textile of Dadiya, 1 textile of Bēlum-bāni."
"mi-ma a-nim A-šur-na-da i-ra-de-a-kum KÙ.B. Be-lúm-ba-ni a-ma-kam ša-dí-in","All this Aššur-nādā leads to you. Make Bēlum-bāni pay the silver over there."""
"[um-ma] A-la-hu-um [A-šur]-re-ṣí En-nam-A-šur [ú D]a-dí-a-ma a-na E-la-ma [qí-b]i4-ma 24½ ma-na 4 GÍN KÙ.B. [ŠÀ] 1 ma-na 1 GÍN KÙ.B. ni-is-ha-tim [ni]-dí-in: ší-tí KÙ.B.-pì-kà 23<gap> ⅓ ma-na 4 GÍN","Ali-ahum, Aššur-rēṣī, Ennam-Aššur, Dadiya say to Elamma: ""24 minas 24 shekels of silver, we gave 61 shekels of silver as excise; the rest of your silver is 23 minas and 24 shekels."
"1/2 ma-na 3<gap> GÍN GUŠKIN A-šur-DÙG ub-lam ŠÀ 1⅓ GÍN 7½ ŠE ni-is-ha-tim ni-dí-in","33 shekels of gold Aššur-ṭāb brought us, thereof we gave as excise 1 3/8 shekel."
"⅓ GÍN i-na sà-na-qí-ni i[m]-ṭí ší-tí GUŠKIN ½ ma-na 1⅓ GÍN 5¼ GÍN.TA KÙ.B.-áp-šu 2¾ ma-na 5 GÍN","It was ⅓ shekel less when we checked it, (so) the rest of the gold is 31⅓ shekels, its equivalent in silver at 1: 5¼ is 2¾ minas."
"ŠUNIGIN2 KÙ.B.-áp-kà ù ší-im<gap> GUŠKIN 26 ma-na 9 GÍN KÙ.B.","Total of your silver, including the yield of the gold: 26 minas 9 shekels of silver."
"4 GÚ 20 ma-na 8 GÍN AN.[NA] ku-nu-ku 30 ma-na [AN.NA]-ak qá-tim 17¼ GÍ[N.TA] KÙ.B.-áp-šu 16⅔ ma-[na 9 GÍN]","4 talents 20 minas 8 shekels of tin under seals, 30 minas hand tin, at 17¼ shekels per (shekel of silver), its (price in) silver, 16 minas 4;"
"36 TÚG ku-ta-n[u 5 5/6 GÍN.TA] 3½ ma-na KÙ.B.-šu-nu 33 šu-ru-tum qá-dé ša li-w[i]-tim 1⅔ ma-na 4 GÍN KÙ.B.-áp-šu-nu","36 kutānu-textiles, their (price in) silver 3½ minas; 33 dark textiles including those for wrapping, their silver 1 mina 44 shekels."
"1 ma-na LÁ 5 GÍN i-ma-sà-im im-ṭí 5 ANŠE.HI.A ṣa-lá-mu-ú 1 ma-na 17 GÍN: it-bu-lu 1 ANŠE im-ra-aṣ-ma wa-at-ra-am ni-iš-a-ma i-lá-kà-kum","The silver became 55 shekels less by washing. 5 black donkeys cost 1 mina 17 shekels; 1 donkey became ill and we bought an extra one and it is coming to you."
"1 ma-na bé-ú-lá-at Ú-zu-a ù Šu-mi-a-bi-a 4 GÍN KÙ.B. lu-bu-šu-nu 12 GÍN ṭé-ṣú-bi a-na A-šur-DÙG né-pu-ul 3 GÍN ša sà-e-d-tim","1 mina, the working capitals of Uzua and Šumi-abiya, 4 shekels their clothing, 12 shekels as additional amount we balanced to Aššur-ṭāb, 3 shekels for <gap>,"
"9 GÍN ú-nu-ut ANŠE.HI.A 12½ GÍN wa-ṣí-tum 14 GÍN ú-ku-ul-tí ANŠE.HI.A","9 shekels donkey harness, 12½ shekels export tax, 14 shekels donkey fodder."""
"um-ma En-um-A-šur-ma Da-dí-a ù Hi-na-a-ma a-na E-la-ma qí-bi-ma 20 ma-na KÙ.B. ni-is-ha-sú DIRIG Ir-ma-A-šur ub-lam","Thus Ennam-Aššur, Dadiya and Hinnāya, say to Elamma: ""20 minas of silver, its excise added, Ir'am-Aššur delivered."
"2 GÚ 10 ma-n[a A]N.NA ku-nu-ki-ni [Šu-Ku-b]u-um na-áš-a-k[u-um","2 talents 10 minas of tin under our seals Šu-Kūbum is bringing to you."
"14]½ GÍN.TA KÙ.BI4 9 [ma-na] 4 1/6 GÍN it-ba-al","At 14½ shekels : 1 it cost 9 minas 4 1/6 shekels of silver."
"15 ma-na AN.NA qá-tim 14¼ GÍN.TA KÙ.BI4 1 ma-na 3 GÍN KÙ.B it-ba-al","15 minas of tin for expenses, at 14¼ shekels:1 it cost 1 mina 3 shekels of silver."
"36 TÚG.HI.A qá-dum: ša li-wi-tim 2⅓ ma-na KÙ.B it-bu-lu","36 textiles, including those for wrapping cost 2⅓ minas of silver."
"⅓ ma-na 2 GÍN be-ú-la-at Ša-lim-A-šur kà-ṣa-ri-im 2 GÍN KÙ.B. 1 lu-bu-šu","22 shekels (of silver) the working capital of Šallim-Aššur, the harnesser, 2 shekels of silver, one garment for him."
"ANŠE.HI.A ṣa-lá-ma-an ⅔ ma-na LÁ 2 GÍN KÙ.B. it-bu-lu","Two black donkeys cost 38 shekels of silver."
"3 TÚG.HI.A ša kà-ṣa-ri-im 4½ GÍN KÙ.B.: ú-nu-ut ANŠE","3 textiles of the harnesser, 4½ shekels of silver donkey harness."
"mi-ma a-nim Šu-Ku-bu-um na-áš-a-kum: i-na wa-ar-ki-ú-tim: nu-za-kà-ma lu-qú-ut-kà: iš-tí <<iš-tí>>: pá-ni-im-ma nu-šé-ba-la1-kum","All this Šu-Kūbum is bringing you. Later we will clear accounts and then send your merchandise to you with the next opportunity."""
"[u]m-m[a] A-lá-hu-um [D]a-dí-a <ù> Da-<gap>[x -ma] [a]-na E-lá-ma ù K[ur-u]b-[Ištar] [q]í-bi4-ma 17 ma-na K[Ù.B.] Šál-ma-A-šur ub-lam ni-is-ha-[sú] ù-lá w[a-a]t-ra","Thus Ali-ahum, Dadiya, <and> Da<gap>, say to Elamma and Kurub-Ištar: ""17 minas of silver Šallim-Aššur brought us, without its excise having been added."
"ŠÀ.BA ⅔ ma-na a-n[a] ni-is-ha-tim ni-dí-i[n] 3 GÍN i-ma-sà-im im-ṭí ší-tí KÙ.B.-pi-[ku-nu] 16 ma-na 10½ GÍN","Thereof we gave ⅔ mina as excise (and) it became 3 shekels less due to purifying, (so that) the rest of your silver is 16 minas 10½ shekels."
"ŠÀ 1 me-at 2[6] ku-[ta-nu] 11½ ma-na [3 GÍN KÙ.B.] it-bu-lu 4 A[NŠE.HI.A] [1]1⅓ ma-na LÁ 2 G[ÍN]","Thereof: 126 kutānu-textiles cost 11½ minas , , 4 donkeys cost 78 shekels (of silver),"
"it-bu-lu 7½ G[ÍN] ½ ANŠE 5/6 [ma-na] 4 GÍN be-ú-lá-at 2 kà-[ṣa-re] qá-dum lu-bu-[ší-šu-nu]","7½ shekels (of silver) for half a donkey, 54 shekels of silver the working capitals of 2 harnessers, including their clothing allowance."
"20 ma-na AN.NA 13 GÍN.TA 1½ ma-na 2 GÍ[N KÙ.B.]","20 minas of tin at a rate of 13 shekels per (1 shekel of silver) (cost) 92 shekels ,"
"[10 + x GÍN] ú-nu-ut [ANŠ]E <gap>1¼ GÍN té-ṣú-bu 2 GÍN [ša] sà-a-dtim 8¼ GÍN wa-ṣí-tum A-šur-mu-ta-pi-il5 i-ra-de3-a-ku-nu-tí","10 shekels the harness of the donkeys, + 1¼ shekel additions, 2 shekels for <gap>, 8¼ shekels the export tax. Aššur-mūtappil is leading this to you""."
"18 TÚG šu-ru-tim ù 10 TÚG ku-ta-ni 2 GÚ AN.NA ù li-wi-sú ku-nu-ki-šu ša A-lim","18 dark textiles and 10 kutānu-textiles, 2 talents of tin with its wrapping, under his seals applied in the City,"
"2 ANŠE ṣa-lá-me ú ú-nu-sú-nu ša A-lá-hi-im a-na A-šur-iš-tí-kál áp-qi-id","2 black donkeys with their harness belonging to Ali-ahum, I entrusted to Aššuriš-tikal."
"a-na Kur-ub-Ištar ù tám-kà-ri-im qi-bi-ma um-ma I-dí-A-šur-<ma> 50 TÚG ku-ta-ni 2 ANŠE ša tám-kà-ri-im E-na-ah-i-li ip-qi-dam","Say to Kurub-Ištar and the merchant, thus Iddin-Aššur: ""50 kutānu-textiles (and) 2 donkeys belonging to the trader Ēnah-ilī entrusted to me (for transport)."
"mì-li-ik lu-qú-tí-ku-nu mi-il5-kà","Consider what to do with your merchandise."
"⅓ ma-na KÙ.B. a-na pá-ni-a šé-bi-lam","Send me en route ⅓ mina of silver."""
"a-na E-lá-ma ù Kur-ub-Ištar qi-bi-ma um-ma I-dí-A-šur-ma 2 GÚ 10 ma-na AN.NA ku-nu-ki 50 TÚG ku-ta-ni qá-deṣ ša li-wi-tim","Say to Elamma and to Kurub-Ištar, thus Iddin-Aššur: ""2 talents 10 minas of tin under seals, 50 kutānu-textiles, including those for wrapping (the tin),"
"3 ANŠE ṣa-lá-me-e mi-ma a-nim E-na-ah-DINGIR ip-qí-dam","3 black donkeys - all this Ēnah-ilī entrusted to me (for transport)."
"mì-li-ik lu-qú-tí-ku-nu mi-il-kà","Consider what to do with your merchandise."""
"a-na A-lá-hi-im ù Hi-na-a qi-bi-ma um-ma E-lá-ma-<ma> iš-té-en šu-qú-ul: 1 GÚ 5 ma-na iš-té-en 1 GÚ","To Ali-ahum and Hinnāya, thus Elamma: ""One packet of 1 talent 5 minas, one of 1 talent,"
"ŠU.NIGIN2 2 GÚ 5 ma-na AN.NA ku-nu-ku 25 ma-na [A]N.NA qá-tim","in all 2 talents 5 minas of tin under seals; 25 minas loose tin."
"[50]+12 ku-ta-nu [4] TÚG šu-ru-tum ša li-wi-tim [2]5 TÚG šu-ru-tum [ŠU.NIGIN2] 91 TÚG.HI.A","62 kutānu-textiles, 4 black textiles for wrapping, 25 dark textiles, in all 91 textiles."
"[4] ANŠE.HI.A ṣa-lá-mu [1] [ku]-sí-tum: i-a-tum [ù] ša-nu-um ša Ta-ah-ši a-na Lá-ma-sà-tim","Four black donkeys one kusītu-garment of myself and a kettle of Tahsi for Lamassutum."
"[2] ku-ta-nu ša bé-ú-lá-at Ma-nu-ki-li-a 2 ku-ta-nu ša bé-ú-lá-at En-nam-A-šur mi-ma a-nim En-nam-A-šur DUMU Di-di-a i-ra-de3-a-[ku-nu-tí]","2 kutānū being the working capital of Mannu-kī-iliya, 2 kutānū's being the working capital of Ennam-Aššur. All this Ennam-Aššur, son of Didiya is bringing to you."
"2 GÚ 10 ma-na AN.NA ku-nu-ku 4(2) TÚG šu-ru-tum li-wi-tum 5 TÚG ku-ta-nu 2 ma-na AN.NA qá-tim 1 ANŠE [ṣa]-lá-mu-um","2 talents 10 minas of tin under seals, 4 dark textiles for wrapping, 5 kutānu-textiles, 2 minas of loose tin, one black donkey"
"<gap>-ma-hi-im [x+]60 ku-ta-nu 2⅓ [ma-na x GÍN] [AN.NA] [a]-na qá-tí-šu a-dí-[in]","belonging to Šalim-ahum, 60 kutānu-textiles, 2⅓ minas and x shekels of tin I gave in his hand."
"[x ma-n]a URUDU 3 ku-ta-nu [x x]-BA mi-ma a-nim [      ]","minas of copper, 3 kutānu-textiles <gap>, all this is bringing you."
"a-na E-lá-ma qi-bi4-ma um-ma A-šur-SIPAD-ma 4 GÚ 20 ma-na AN.NA ku-nu-ki 1 me-at 21 TÚG mi-ma a-ni-im a-ra-de3-a-kum","Say to Elamma, thus Aššur-rē'ī: ""4 talent 20 minas of tin under seals (and) 121 textiles, all this I am leading to you."""
"[a-na] E-lá-ma ù Kur-ub-Ištar qi-bi4-ma um-ma E-na-ah-DINGIR-ma 4 GÚ 20 ma-na AN.NA ku-nu-ku 72 ku-ta-nu qá-dum ša li-wi-tim 4 ANŠE ṣa-lá-mu","Say to Elamma and Kurub-Ištar, thus Ēnah-ilī: ""4 talents 20 minas of tin under seals, 72 kutānu-textiles, including those for wrapping, 4 black donkeys,"
"30 LÁ ½ ma-na AN.NA qá-tim mi-ma a-nim a-ra-de3-a-ku-nu-tí","29½ minas of loose tin - all this I am leading to you."
"14 LÁ ½ GÍN.<TA> AN.NA-ku-nu ša-im","Your tin was bought at a rate of 13½ (shekels) per (shekel silver)."
"AN.NA-ku wa-aq-ru 2 ma-na KÙ.B. a-pá-ni-a šé-bi4-lá-nim","Tin is expensive, send 2 minas of silver to reach me en route""."
"a-na E-lá-ma qi-bi4-ma 1 me-at 60 ku-ta-nu 7 ANŠE ṣa-lá-mu a-ra-de3-a-kum A-bu-ša-lim iš-tí-a i-lá-ak","Say to Elamma: ""160 kutānu-textiles, 7 black donkeys, I am leading/will lead to you; Abu-šalim travels with me."
"[ú] sà-he-er-tám [ša] KÙ.B. 10 GÍN [šé]-bi4-lá-nim","Send me also small wares for a value of 10 shekels of silver."
"um-ma A-lá-hi-im-ma A-šur-re-ṣí En-um-A-šur ù Da-dí-a a-na E-lá-ma qi-bi-ma a-ma-lá té-er-tí-kà 30 ma-na KÙ.B. É tám-kà-ri-im a-na ṣí-ib-tim ni-il5-qé-a-ku-um","Thus Ali-ahum, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: ""In accordance with your instruction we borrowed for you at interest 30 minas of silver at a merchant's office."
"a-ṣé-er É ša ta-am-gu5-ru mi-ša-al: šu-ub-tí-im nu-ṭá-hi-ma 3 ma-na KÙ.B. ni-iš-qú-ul i-hi-id-ma KÙ.B. a-na ṣí-ib-tim i-lá-ak: KÙ.B. šé-bi4-lá-am","We added half a šubtum to the surface of the house plot about which you had reached an agreement and we paid 3 minas of silver. Realize well that the silver is interest bearing, so send the silver."
"ší-mu-um ša-i-im A-šur-mu-ta-pi-il5 i-na pá-ni-ú-tim ni-ṭá-ra-dá-am","The purchases have been made, we will send Aššur-mūtappil off to you with the next opportunity."
"da-a-nu u4-me ŠÈ.2.MU iš-ku-na-ku-um u4-mu-ú e im-lu-ú-ma i-na ṭup-pí-kà e ú-kí-šu-kà","The judges have set you a a term of two years, don't exceed that term lest they disavow you on the basis of your tablet."
"i-hi-id ṭup-pá-am ša me-ra A-zu-a šé-bi4-lam","Take care to send the tablet of the son of Azua."""
"um-ma Hi-na-a-ma a-na E-lá-ma qi-bi4-ma 1 me-at 8 ku-ta-ni qá-dum ša kà-ṣa-re ša a-na A-ku ta-áp-qí-du ŠÀ.BA 75 ku-ta-ni ub-lu-nim","Thus Hinnāya, say to Elamma: ""Of the 108 kutānu-textiles, including those of the harnessers, which you entrusted to Aku, they brought me 75 kutānu-textiles."
"um-ma kà-ṣa-ru-ma i-ba-a-ba-at A-lim na-ru-qú-um ma-a-tum [ih]-li-iq-ma a-k[u]-a-tim iš-ta-kà-an ù ANŠE i-na ANŠE-ri-a uš-ta-ba ù um-ma DUMU Ṣa-lá-mì-im-ma","The harnesser declared: 'In the outskirts of the City one large bag (with textiles) got lost' and he reckoned it as yours. He also wanted to recoup a donkey from my donkeys and when Ṣallāmum's son said:"
"a-na ANŠE ša ut-ha-ra-am ša-ak-nu ša Hi-na-a šu-ut ANŠE e-mu-qá-tám-ma i-tù-ru ù pu-ùh-šu ANŠE ša i-dí-nu me-et","'Look, the donkey that is provided with a mark belongs to Hinnāya!', he took the donkey along by force and the donkey he gave in its place is dead!"
"TÚG.HI.A wa-at-ru-tim ša i-ni-is-ha-tim i-li-qí-ú šu-ma 16 GÍN.TA KÙ.B. i-ta-bu-lu KÙ.B. le-pu-lá-ku-[nu]-tí","As for the additional textiles that were taken when the import-tax was levied, if they will take them along for 16 shekels of silver apiece, let him pay you that silver."
"šu-ma 16 GÍN.TA ba-tí-iq ša ki-ma TÚG.HI-tí-a ša i-ni-is-ha-tim i-li-qí-ú-ni i-TÚG-ba-tí-šu li-qé-a-ma šé-bi4-lá-nim","If it is less than 16 shekels apiece take as many of my textiles as were taken at the levying of the import-tax from his textiles and send them to me."
"té-er-tí a-ṣé-er A-šur-na-da ù A-šur-ṣú-lu-lí i-li-ik a-ša-sá-im iš-tí-šu 1 šu-lu-up-kà-am ù ku-sí-tám ša A-ki-dí-e","An instruction of mine went to Aššur-nādā and Aššur-ṣulūlī to settle accounts with him. Send me 1 Šulupkian textile with an Akkadian kusītu-garment"
"ù 2 ku-ta-ni ša hu-BA-[x]-ri qá-at-nu-tim ú er-qú-tim šé-bi4-lam TÚG.HI.A ša áš-pu-ra-ku-ni šé-bi4-lá-ma Šu-Bé-lam lu-kà-li-im-ma","and 2 kutānu's of <gap> that are thin and yellowish. Send me (also) the textiles I wrote you about, so that I can show them to Šu-Bēlum(?) and"
"ší-im ANŠE.HI.A ù ší-im TÚG.HI.A šu-lu-up-ki-im ú ku-sí-tim ki-ma ú-bu-lu-ni e-pá-áš","realize(?) the sale price of the donkeys, the Šulupkian textiles and the kusītu-garment according to what they are worth."
"TÚG.HI-tí-kà ša i-Zi-mì-iš-hu-na i-ba-ší-ú-ni TÚG.HI.A ma-lá ta-da-nim lá-dí-šu-ma ú (erasure) a-na Ištar-pí-lá-ah","As for your textiles that are in Zimišhuna, I will sell as many of them as I can and, moreover, as for Ištar-pilah, to whom 2 minas"
"2 ma-na KÙ.GI na-dí-in-šum KÙ.B. 1 GÍN ša DAM.GÀR na-ší lá a-hu-ni","of gold have been given, every shekel of silver he carries belongs to the tamkārum. Is he not our little"
"ṣa-ah-ru-um šu-ma té-er-tí lu ša A-lá-hi-im lu ša NI/IR-ŠÍ-x-x na-áš-a-tí té-er-ta-kà li-li-kam","brother? If you have with you an order of Ali-ahum or of <gap> send me a message about it""."
"a-na E-lá-ma qi-bi-ma um-ma A-šur-mu-ta-pi-il5-ma 3 GÚ AN.NA ú ṣú-ba-tí ša ta-dí-na-ni um-ma a-ta-ma 1 GÚ AN.NA a-ta ù A-hu-qar liq-a ki-ma šé-pu-um na-ak-ša-at-ni a-na Bu-ru-uš-ha-tim a-ṣé-er A-šur-DÙG ú-bi-il5-ma","Say to Elamma, thus Aššur-mūtappil: ""As for the 3 talents of tin and the textiles you gave me with the instruction: 'You and Ahu-waqar must take (each) 1 talent of tin' - since the traffic is cut off, I brought it to Burušhattum, to Aššur-ṭāb, and"
"3 GÚ AN.NA a-na A-šur-DÙG a-dí-in TÚG.HI.A a-na Úh-šu-ša-na ú-ta-e-ra-am","I gave Aššur-ṭāb the 3 talents of tin. The textiles he brought back to Wahšušana."
"35½ GÚ URUDU i-ṣé-ep A-šur-DÙG ú i-šé-pí-a e-bu-kam","He shipped to you 35½ talents of copper under Aššur-ṭāb's and my responsibility."""
"a-na E-lá-[ma] qí-bi-m[a um-ma x x x] ù A-šur-[ma]-[lik-ma] 4 GÚ AN.NA [ku-nu-ki ša] a-lim [ù] [x ku-ta-ni ELLAT] La-qé-pi-im [ub-lam]","To Elamma, say, thus and Aššur-mālik: ""4 talents of tin in the City and Lā-qēpum's ."
"ŠÀ.BA 17½ m[a-na] AN.NA lá [ku-nu-ki (ù)] 5 ku-ta-nu [i-na] É.GAL-lim lá-qé-[ú]","Thereof: 17½ minas of tin without 5 kutānu-textiles were taken in the palace."
"ki-ma té-er-t[a-kà lá-šu-ni] i-pí-kà a-na x x x um-ma a-ta-ma AN.NA i-šé-er DAM.GÀR-ri-im li-dí-šu a <gap> <gap>","For lack of a written instruction of yours, on the basis of what you said to <gap>: ""Let him entrust the tin to an agent <gap>""."
"[a]-na E-la-ma qi-bi4-ma [u]m-ma A-šur-ma-lik-ma a-na ma-lá tup-pí-im ša a-lim [1 k]u-ta-nu-um ba-tí-iq um-ma Ú-zu-a-ma [TÚ]G.HI.A i-na a-lim ú-lá im-nu-ú-nim [n]a-ru-qá-tim ip-qi-du-nim","Say to Elamma, thus Aššur-mālik: Compared with the tablet from the City 1 kutānum is missing. Uzua said: 'They did not count the textiles in the City. they (simply) entrusted the bags to me'."
"[1 TÚ]G i-na ni-is-ha-tim il5-qé-ú 2' TÚG.HI.A i-na e-kál-lim i-na sá-i-tí-kà ih-li-qú-ma 1 TÚG a-ta tù-ma-li 1 TÚG Ú-ṣú-ur-ša-Ištar DUMU A-šur-i-mi-tí i-na-pá-al: a-ma-kam ṣa-ba-sú-ma ku-ta-nam li-dí-na-kum","They took 1 textile when levying the import tax, 2 textiles got lost in the palace from/at the time of your <gap> and you made good 1 textile, 1 textile Uṣur-ša-Aššur, Aššur-imittī's son, will compensate. Seize him there and let him give you the kutānu-textile."
